"taxonID","acceptedTaxonID","synonymyStartUseDate","synonymyEndUseDate","kingdom","phylum","class","order","family","subfamily","tribe","genus","subgenus","speciesGroup","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","taxonRank","vernacularName","nameAccordingTo","nameAccordingToID","d20LocalityStatusSource"
"PLARUF","PLARUF",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Dyscolus",,"rufiventris",,"Platynus rufiventris","Van Dyke","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLASP","PLASP",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Platynus",,"sp.",,"Platynus (Platynus) sp.","Bonelli","subgenus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLASP1","PLASP1",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Batenus",,"sp.",,"Platynus (Batenus) sp.","Motschulsky","subgenus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLASP2","PLASP2",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Glyptolenopsis",,"sp.",,"Platynus (Glyptolenopsis) sp.","Perrault","subgenus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLASP3","PLASP3",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Trapezodera",,"sp.",,"Platynus (Trapezodera) sp.","Casey","subgenus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLASP4","PLASP4",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Dyscolus",,"sp.",,"Platynus (Dyscolus) sp.","Dejean","subgenus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLASP5","PLASP5",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Microplatynus",,"sp.",,"Platynus (Microplatynus) sp.","Barr","subgenus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLASP6","PLASP6",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus",,,"sp.",,"Platynus sp.","Bonelli","genus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","multiple sources based on child taxa"
"PLASP7","PLASP7",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Patrobinae","Patrobini","Platidiolus",,,"sp.",,"Platidiolus sp.","Chaudoir","genus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLASP8","PLASP8",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Patrobinae","Patrobini","Platypatrobus",,,"sp.",,"Platypatrobus sp.","Darlington","genus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLASP9","PLASP9",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini",,,,"sp.",,"Platynini sp.","Bonelli","tribe",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","multiple sources based on child taxa"
"PLATEN","PLATEN",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Platynus",,"tenuicollis",,"Platynus tenuicollis","LeConte","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLATRI","PLATRI",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus","Platynus",,"trifoveolatus",,"Platynus trifoveolatus","Beutenmueller","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLAVAL","PLAVAL",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Platynus",,,"valens",,"Platynus valens","Bates","species",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov."
"PLAVAN","PLAVAN",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Patrobinae","Patrobini","Platidiolus",,,"vandykei",,"Platidiolus vandykei","Kurnakov","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLOAMA","PLOAMA",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Plochionus","Menidius",,"amandus",,"Plochionus amandus","Newman","species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLOAMA1","PLODIS",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",,,"Plochionus",,,"amandus","discoideus","Plochionus amandus discoideus",,"subspecies",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416",
"PLOAMA2","PLOAMA",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",,,"Plochionus",,,"amandus","vittatus","Plochionus amandus vittatus",,"subspecies",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416",
"PLOBIC","PLOBIC",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Plochionus","Menidius",,"bicolor",,"Plochionus bicolor","Notman","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLODIS","PLODIS",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Plochionus","Menidius",,"discoideus",,"Plochionus discoideus","LeConte","species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"PLOPAL","PLOPAL",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Plochionus","Plochionus",,"pallens",,"Plochionus pallens","Fabricius","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Britton, E. B. 1948b. The Carabid Tribes Harpalini, Lebiini and Bembidiini in Hawaii (Coleoptera). Proceedings of the Hawaiian Entomological Society 13:235-254."
"PLOSP","PLOSP",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Plochionus","Menidius",,"sp.",,"Plochionus (Menidius) sp.","Chaudoir","subgenus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","multiple sources based on child taxa"
"PLOSP1","PLOSP1",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Plochionus","Plochionus",,"sp.",,"Plochionus (Plochionus) sp.","Dejean","subgenus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Britton, E. B. 1948b. The Carabid Tribes Harpalini, Lebiini and Bembidiini in Hawaii (Coleoptera). Proceedings of the Hawaiian Entomological Society 13:235-254."
"PLOSP2","PLOSP2",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Plochionus",,,"sp.",,"Plochionus sp.","Dejean","genus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","multiple sources based on child taxa"
"PLOTIM","PLOTIM",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebiini","Plochionus","Menidius",,"timidus",,"Plochionus timidus","Haldeman","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Britton, E. B. 1948b. The Carabid Tribes Harpalini, Lebiini and Bembidiini in Hawaii (Coleoptera). Proceedings of the Hawaiian Entomological Society 13:235-254."
"POECHA","POECHA",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Poecilus","Poecilus",,"chalcites",,"Poecilus chalcites","Say","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"POECOL","POECOL",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Poecilus","Poecilus",,"coloradensis",,"Poecilus coloradensis","Csiki","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"POECOR","POECOR",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Poecilus","Poecilus",,"corvus",,"Poecilus corvus","LeConte","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"POECUR","POECUR",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Poecilus","Poecilus",,"cursitor",,"Poecilus cursitor","LeConte","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"POECYA","POECYA",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Poecilus","Poecilus",,"cyanicolor",,"Poecilus cyanicolor","Chaudoir","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"POEDIP","POEDIP",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Poecilus","Poecilus",,"diplophryus",,"Poecilus diplophryus","Chaudoir","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"POELAE","POELAE",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Poecilus","Poecilus",,"laetulus",,"Poecilus laetulus","LeConte","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"POELUC","POELUC",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Poecilus","Poecilus",,"lucublandus",,"Poecilus lucublandus","Say","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"POEMEX","POEMEX",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Poecilus","Poecilus",,"mexicanus",,"Poecilus mexicanus","Chaudoir","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"POENEA","POENEA",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Poecilus","Derus",,"nearcticus",,"Poecilus nearcticus","Lindroth","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"POEOCC","POEOCC",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Poecilus","Poecilus",,"occidentalis",,"Poecilus occidentalis","Dejean","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"POESCI","POESCI",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Poecilus","Poecilus",,"scitulus",,"Poecilus scitulus","LeConte","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"POESP","POESP",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini","Poecilus","Poecilus",,"sp.",,"Poecilus (Poecilus) sp.","Bonelli","subgenus",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
